0.3463 	WARNING 	Movie2 stim could not be imported and won't be available
1197.3284 	DATA 	Keypress: t
1199.6000 	DATA 	Keypress: t
1201.8719 	DATA 	Keypress: t
1204.1439 	DATA 	Keypress: t
1206.4159 	DATA 	Keypress: t
1208.6876 	DATA 	Keypress: t
1210.9597 	DATA 	Keypress: t
1213.2316 	DATA 	Keypress: t
1215.5036 	DATA 	Keypress: t
1217.7755 	DATA 	Keypress: t
1220.0475 	DATA 	Keypress: t
1222.3194 	DATA 	Keypress: t
1224.5914 	DATA 	Keypress: t
1226.8633 	DATA 	Keypress: t
1229.1353 	DATA 	Keypress: t
1231.4071 	DATA 	Keypress: t
1233.6793 	DATA 	Keypress: t
1235.9510 	DATA 	Keypress: t
1238.2230 	DATA 	Keypress: t
1240.4949 	DATA 	Keypress: t
1242.7668 	DATA 	Keypress: t
1245.0388 	DATA 	Keypress: t
1247.3108 	DATA 	Keypress: t
1249.5827 	DATA 	Keypress: t
1251.8546 	DATA 	Keypress: t
1254.1264 	DATA 	Keypress: t
1256.3995 	DATA 	Keypress: t
1258.6714 	DATA 	Keypress: t
1260.9434 	DATA 	Keypress: t
1263.2153 	DATA 	Keypress: t
1265.4873 	DATA 	Keypress: t
1267.7592 	DATA 	Keypress: t
1270.0311 	DATA 	Keypress: t
1272.3031 	DATA 	Keypress: t
1274.5751 	DATA 	Keypress: t
1276.8469 	DATA 	Keypress: t
1279.1189 	DATA 	Keypress: t
1281.3907 	DATA 	Keypress: t
1283.6628 	DATA 	Keypress: t
1285.9346 	DATA 	Keypress: t
1288.2067 	DATA 	Keypress: t
1290.4786 	DATA 	Keypress: t
1292.7506 	DATA 	Keypress: t
1295.0226 	DATA 	Keypress: t
1297.2944 	DATA 	Keypress: t
1299.5664 	DATA 	Keypress: t
1301.8383 	DATA 	Keypress: t
1304.1102 	DATA 	Keypress: t
1306.3822 	DATA 	Keypress: t
1308.6541 	DATA 	Keypress: t
1310.9261 	DATA 	Keypress: t
1313.1980 	DATA 	Keypress: t
1315.4699 	DATA 	Keypress: t
1317.7418 	DATA 	Keypress: t
1320.0138 	DATA 	Keypress: t
1322.2858 	DATA 	Keypress: t
1324.5577 	DATA 	Keypress: t
1326.8296 	DATA 	Keypress: t
1329.1016 	DATA 	Keypress: t
1331.3735 	DATA 	Keypress: t
1333.6465 	DATA 	Keypress: t
1335.9183 	DATA 	Keypress: t
1338.1904 	DATA 	Keypress: t
1340.4622 	DATA 	Keypress: t
1342.7342 	DATA 	Keypress: t
1345.0062 	DATA 	Keypress: t
1347.2781 	DATA 	Keypress: t
1349.5501 	DATA 	Keypress: t
1351.8219 	DATA 	Keypress: t
1354.0939 	DATA 	Keypress: t
1356.3658 	DATA 	Keypress: t
1358.6377 	DATA 	Keypress: t
1360.9097 	DATA 	Keypress: t
1363.1816 	DATA 	Keypress: t
1365.4536 	DATA 	Keypress: t
1367.7255 	DATA 	Keypress: t
1369.9975 	DATA 	Keypress: t
1372.2693 	DATA 	Keypress: t
1374.5413 	DATA 	Keypress: t
1376.8133 	DATA 	Keypress: t
1379.0851 	DATA 	Keypress: t
1381.3571 	DATA 	Keypress: t
1383.6290 	DATA 	Keypress: t
1385.9010 	DATA 	Keypress: t
1388.1730 	DATA 	Keypress: t
1390.4450 	DATA 	Keypress: t
1392.7168 	DATA 	Keypress: t
1394.9888 	DATA 	Keypress: t
1397.2608 	DATA 	Keypress: t
1399.5327 	DATA 	Keypress: t
1401.8047 	DATA 	Keypress: t
1404.0766 	DATA 	Keypress: t
1406.3485 	DATA 	Keypress: t
1408.6205 	DATA 	Keypress: t
1410.8934 	DATA 	Keypress: t
1413.1652 	DATA 	Keypress: t
1415.4372 	DATA 	Keypress: t
1417.7091 	DATA 	Keypress: t
1419.9811 	DATA 	Keypress: t
1422.2532 	DATA 	Keypress: t
1424.5251 	DATA 	Keypress: t
1426.7970 	DATA 	Keypress: t
1429.0689 	DATA 	Keypress: t
1431.3408 	DATA 	Keypress: t
1433.6128 	DATA 	Keypress: t
1435.8847 	DATA 	Keypress: t
1438.1567 	DATA 	Keypress: t
1440.4287 	DATA 	Keypress: t
1442.7005 	DATA 	Keypress: t
1444.9727 	DATA 	Keypress: t
1447.2444 	DATA 	Keypress: t
1449.5163 	DATA 	Keypress: t
1451.7884 	DATA 	Keypress: t
1454.0601 	DATA 	Keypress: t
1456.3324 	DATA 	Keypress: t
1458.6042 	DATA 	Keypress: t
1460.8761 	DATA 	Keypress: t
1463.1481 	DATA 	Keypress: t
1465.4200 	DATA 	Keypress: t
1467.6918 	DATA 	Keypress: t
1469.9638 	DATA 	Keypress: t
1472.2358 	DATA 	Keypress: t
1474.5079 	DATA 	Keypress: t
1476.7796 	DATA 	Keypress: t
1479.0516 	DATA 	Keypress: t
1481.3235 	DATA 	Keypress: t
1483.5954 	DATA 	Keypress: t
1485.8674 	DATA 	Keypress: t
1488.1393 	DATA 	Keypress: t
1490.4122 	DATA 	Keypress: t
1492.6842 	DATA 	Keypress: t
1494.9561 	DATA 	Keypress: t
1497.2281 	DATA 	Keypress: t
1499.5000 	DATA 	Keypress: t
1501.7720 	DATA 	Keypress: t
1504.0439 	DATA 	Keypress: t
1506.3160 	DATA 	Keypress: t
1508.5878 	DATA 	Keypress: t
1510.8598 	DATA 	Keypress: t
1513.1316 	DATA 	Keypress: t
1515.6308 	DATA 	Mouse: Left button down, pos=(570,585)
1515.7168 	DATA 	Mouse: Left button up, pos=(570,585)
1517.6756 	DATA 	Keypress: t
1519.9475 	DATA 	Keypress: t
1522.2194 	DATA 	Keypress: t
1524.4914 	DATA 	Keypress: t
1526.7633 	DATA 	Keypress: t
1529.0353 	DATA 	Keypress: t
1531.3073 	DATA 	Keypress: t
1533.5791 	DATA 	Keypress: t
1535.8511 	DATA 	Keypress: t
1538.1230 	DATA 	Keypress: t
1540.3950 	DATA 	Keypress: t
1542.6668 	DATA 	Keypress: t
1544.9388 	DATA 	Keypress: t
1547.2108 	DATA 	Keypress: t
1549.4827 	DATA 	Keypress: t
1551.7547 	DATA 	Keypress: t
1554.0266 	DATA 	Keypress: t
1556.2985 	DATA 	Keypress: t
1558.5704 	DATA 	Keypress: t
1560.8425 	DATA 	Keypress: t
1563.1143 	DATA 	Keypress: t
1565.3863 	DATA 	Keypress: t
1567.6593 	DATA 	Keypress: t
1569.9312 	DATA 	Keypress: t
1572.2031 	DATA 	Keypress: t
1574.4751 	DATA 	Keypress: t
1576.7470 	DATA 	Keypress: t
1579.0189 	DATA 	Keypress: t
1581.2909 	DATA 	Keypress: t
1583.5628 	DATA 	Keypress: t
1585.8347 	DATA 	Keypress: t
1588.1067 	DATA 	Keypress: t
1590.3787 	DATA 	Keypress: t
1592.6505 	DATA 	Keypress: t
1594.9225 	DATA 	Keypress: t
1597.1944 	DATA 	Keypress: t
1599.4664 	DATA 	Keypress: t
1601.7384 	DATA 	Keypress: t
1604.0103 	DATA 	Keypress: t
1606.2822 	DATA 	Keypress: t
1608.5541 	DATA 	Keypress: t
1610.8261 	DATA 	Keypress: t
1613.0981 	DATA 	Keypress: t
1615.3699 	DATA 	Keypress: t
1617.6419 	DATA 	Keypress: t
1619.9139 	DATA 	Keypress: t
1622.1858 	DATA 	Keypress: t
1624.4577 	DATA 	Keypress: t
1626.7297 	DATA 	Keypress: t
1629.0016 	DATA 	Keypress: t
1631.2736 	DATA 	Keypress: t
1633.5454 	DATA 	Keypress: t
1635.8175 	DATA 	Keypress: t
1638.0894 	DATA 	Keypress: t
1640.3613 	DATA 	Keypress: t
1642.6332 	DATA 	Keypress: t
1644.9052 	DATA 	Keypress: t
1647.1781 	DATA 	Keypress: t
1649.4501 	DATA 	Keypress: t
1651.7220 	DATA 	Keypress: t
1653.9939 	DATA 	Keypress: t
1656.2659 	DATA 	Keypress: t
1658.5378 	DATA 	Keypress: t
1660.8098 	DATA 	Keypress: t
1663.0816 	DATA 	Keypress: t
1665.3537 	DATA 	Keypress: t
1667.6256 	DATA 	Keypress: t
1669.8975 	DATA 	Keypress: t
1672.1695 	DATA 	Keypress: t
